location	Abondant	48.790785	1.420178
location	Accra	5.591875	-0.184552
location	Adams County	43.973540	-89.755486
location	Aichi	35.067543	137.334061
location	Alajuela	10.0159	-84.2142
location	Albany County	42.601369	-73.973601
location	Allamakee County	43.286290	-91.352362
location	Anchorage	61.203109	-149.888095
location	Andel	51.7851	5.0549
location	Arbre	50.611772	3.817121
location	Asnières-sur-Seine	48.911508	2.284362
location	Asotin County	46.1460	-117.2085
location	Auckland	-36.8314	174.7606
location	Bahia Blanca	-38.7183	-62.2663
location	Bangkok	13.803139	100.491612
location	Bassilly	50.675907	3.933169
location	Beijing	40.071320	116.406908
location	Benton County	36.2662	-94.4800
location	Bergen County	40.9263	-74.0770
location	Berlicum	51.6789	5.4012
location	Bierset	50.656953	5.454009
location	Blandain	50.624503	3.303954
location	Blaricum	52.2727	5.2481
location	Boston	42.354750	-71.061299
location	Bourg-en-Bresse	46.206861	5.229144
location	Braine-le-Chateau	50.677854	4.267574
location	Brasilia	-15.814189	-47.875543
location	Brest	48.398586	-4.493766
location	Brisbane	-27.484246	153.026118
location	Bronx	40.858846	-73.864979
location	Brookfield	43.066515	-88.129450
location	Brooklyn	40.6782	-73.9442
location	Broome County	42.136164	-75.832955
location	Budapest	47.482728	19.084269
location	California	36.357039	-119.690182
location	Campbellsport	43.596732	-88.280763
location	Cardiff	51.476291	-3.178964
location	Carentan	49.302133	-1.250938
location	Cartago	9.8638	-83.9162
location	Cayuga County	42.900990	-76.575649
location	Chateau-Thierry	49.048053	3.390023
location	Chenango County	42.4972	-75.6208
location	Chengdu	30.640989	104.067518
location	Chicago	41.858966	-87.637242
location	Chongqing	29.858721	107.375623
location	Chungcheongnam	36.685948	126.799198
location	Cincinnati	39.122033	-84.515918
location	Clark County	45.778260	-122.491540
location	Clayton	-37.915200	145.127165
location	Clinton County	44.703277	-73.705166
location	Coevorden	52.6614	6.7411
location	Columbus	39.973143	-82.993618
location	Compiègne	49.408175	2.842839
location	Contamines	45.820585	6.727730
location	Cork	51.899	-8.460
location	Couillet	50.391184	4.459113
location	Crépy en Valois	49.234399	2.888491
location	Crouy en Thelle	49.213817	2.320688
location	Cudahy	42.946879	-87.861992
location	Cuesmes	50.435127	3.923209
location	Dalen	52.6994	6.7568
location	Dane county	43.0186	-89.5498
location	Darjeeling	27.028909	88.260898
location	Dasman	29.386491	47.999895
location	Delft	52.0116	4.3571
location	Derbyshire	53.142893	-1.611670
location	Diemen	52.3390	4.9592
location	Dongguan	22.992389	113.744830
location	Duesseldorf	51.22166	6.75289
location	Dutchess County	41.762637	-73.721778
location	East Medinipur	22.037985	87.811563
location	Eielson AFB	64.655387	-147.064620
location	Eindhoven	51.4416	5.4697
location	Elm Grove	43.047975	-88.086157
location	England	52.405994	-1.671707
location	Fairbanks	64.835015	-147.664888
location	Fairfield County	41.2560	-73.3709
location	Feira de Santana	-12.2598	-38.9675
location	Florianopolis	-27.581052	-48.481313
location	Forchies-la-marche	50.435103	4.319844
location	Foshan	23.018766	113.121428
location	Franklin	42.882823	-88.009275
location	Franklin County	44.5926	-74.3388
location	Fuyang	32.904205	115.812367
location	Garches	48.8461	2.1887
location	Ganzhou	25.8307	114.9335
location	Geluwe	50.809763	3.076704
location	Gennevilliers	48.927444	2.292449
location	Gilgit	35.880589	74.448161
location	Glendale	43.129400	-87.930209
location	Gold Coast	-28.019726	153.398160
location	Gondrecourt-le-chateau	48.505557	5.503554
location	Grafton	43.315718	-87.954140
location	Grant County	47.163630	-119.524786
location	Grand Princess Cruise Ship	38.308882	-123.779663
location	Greenfield	42.957786	-88.007122
location	Guangdong	23.615762	114.483257
location	Guangzhou	23.123972	113.292889
location	Gyeonggi	37.397957	127.380864
location	Haarlem	52.3874	4.6462
location	Hangzhou	30.272732	120.154501
location	Hanoi	21.020191	105.836099
location	Hardinxveld	51.8324	4.8336
location	Hardinxveld Giessendam	51.830196	4.840971
location	Haulchin	50.383200	4.081708
location	Havre	50.463797	4.044809
location	Hawali	9.3378	48.0235
location	Hefei	31.806280	117.227234
location	Heinsberg	51.056262	6.113915
location	Heinsberg District	51.0499	6.1163
location	Heredia	9.9981	-84.1198
location	Heverlee	50.861704	4.695889
location	Helmond	51.4793	5.6570
location	Hong Kong	22.3964	114.1095
location	Houten	52.0278	5.1630
location	Huaian	33.574586	119.132155
location	Hudson County	40.741619	-74.059016
location	Huizhou	23.107144	114.457913
location	Hyderabad	17.431807	78.416233
location	Illinois	40.088552	-89.301876
location	Indianapolis	39.7684	-86.1581
location	Jackson	43.325508	-88.167662
location	Jackson County	44.310891	-90.788896
location	Jefferson County	44.063938	-75.903794
location	Jemappes	50.446399	3.898191
location	Jian	27.0876	114.9647
location	Jiujiang	29.7051	116.0019
location	Jingzhou	30.350752	112.237294
location	Joinville	-26.235559	-48.950735
location	Jönköping	57.777979	14.160453
location	Jumet	50.442063	4.436515
location	Juneau	58.541037	-134.236606
location	Juvisy-sur-Orge	48.690609	2.377581
